N,P,K,temperature,humidity,ph,rainfall,label
119,71,45,26.33544853,76.8532006,6.190757459,118.6858263,banana
102,74,52,25.93730186,78.89864446,5.915568968,98.21747528,banana
83,94,52,25.13686519,84.88394407,6.195152442,91.46442491,banana
120,85,48,27.50527651,80.79783998,6.156373499,105.0776992,banana
88,86,54,26.21009246,82.34429458,6.313197204,112.0700033,banana
106,81,51,29.10403455,79.19588629,6.324270089,92.07835761,banana
81,91,47,29.2440638,77.32017166,5.707488987,90.66727868,banana
111,78,54,25.56202173,77.38229006,6.119216009,93.10247183,banana
112,77,51,26.3985515,81.36028902,5.571401169,98.16752001,banana
81,79,48,28.09577643,77.79586769,5.63127166,109.5408614,banana
93,76,50,27.84767901,83.31110751,6.101241579,117.2878912,banana
97,81,45,27.39341554,81.4654833,6.438137279,94.31102057,banana
100,90,51,25.14517635,81.38204104,6.098369122,119.218154,banana
102,83,46,28.65456263,79.28693687,5.695267822,102.4633775,banana
106,92,46,29.16093424,76.67484233,5.618094446,109.575944,banana
98,85,53,27.57278064,82.0638878,6.435785799,91.34276507,banana
89,88,55,25.40909896,82.36208097,6.176644228,112.9794804,banana
99,94,52,25.99069521,83.33983116,6.220643671,112.0777152,banana
100,84,51,26.29039046,81.06003778,5.871702211,118.6730366,banana
96,91,48,29.14827211,78.71024836,6.390741836,117.536781,banana
103,85,53,26.59743595,79.35898915,6.21084479,107.3944717,banana
106,87,49,25.36059237,75.03193255,6.012696655,116.5531455,banana
84,94,49,29.12036889,80.18080728,5.908770059,112.3982055,banana
88,92,50,27.53911354,77.25629897,6.049801781,110.3262123,banana
90,93,52,29.66727337,83.51014178,6.010095853,110.2511102,banana
117,93,45,25.05802193,84.97323747,5.738678895,110.4408803,banana
120,77,49,25.86824781,78.52399914,5.74055541,116.3019555,banana
111,90,48,25.85036988,81.95580471,5.793260262,119.0856171,banana
97,71,47,26.51682337,77.79913575,5.50947065,108.8547508,banana
107,74,47,28.66725136,79.59242542,5.986442306,118.2583441,banana
109,84,52,28.14938935,81.54448882,5.790768046,91.40508414,banana
106,95,52,26.42313317,83.6995044,5.915546415,95.12322062,banana
86,88,49,26.59386409,81.40740301,6.242528278,109.9825551,banana
108,86,53,27.71822477,76.57853189,6.036079266,102.2099836,banana
116,77,52,28.98333432,82.95958244,5.829898502,109.022564,banana
101,81,50,29.42017919,83.96754496,6.088064451,117.229079,banana
81,81,46,27.39872329,81.10523402,6.469370954,112.1355384,banana
112,76,50,26.4020227,84.41007614,5.720726906,111.0162259,banana
88,85,53,27.81251452,82.69285419,5.80766417,99.20961514,banana
84,85,54,25.19640218,83.55829874,5.703381728,115.8586081,banana
115,88,52,28.31193338,75.77363772,6.165001278,119.695765,banana
119,86,51,25.90113128,80.47152737,6.002481605,110.10323,banana
112,95,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
90,86,47,29.38254012,83.50423735,5.765308943,109.2486647,banana
92,91,52,29.22118628,81.08183635,5.740764682,108.8616474,banana
98,85,54,27.09062164,81.33506906,5.879119455,110.1331182,banana
107,71,47,26.12643374,81.81365007,6.099478745,104.4812858,banana
107,74,45,29.01207743,77.95192527,5.674403359,90.43495443,banana
106,70,48,27.96799119,79.28625709,5.694243847,119.4765557,banana
116,80,45,28.0764455,76.05522115,5.905494703,118.9923573,banana
97,81,55,25.16278237,84.97849241,6.110844721,90.94554618,banana
101,94,49,25.78749808,84.51194224,6.020445317,114.2005455,banana
89,74,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
116,88,49,29.44795403,78.34971537,5.505393833,96.45042585,banana
95,95,48,26.47522633,78.51833782,5.677719902,113.1161095,banana
106,71,46,27.39489579,83.31172003,5.719014989,92.78133617,banana
120,80,52,25.08347445,80.261731,6.275572298,94.32961456,banana
101,79,47,26.6719835,76.48541655,6.275384607,91.73358569,banana
103,80,49,25.44926208,79.49221962,6.201911642,100.6619171,banana
85,82,53,28.22776705,80.6430384,5.758054257,98.00403016,banana
119,70,48,28.1279509,77.48247073,6.323933647,103.5045395,banana
91,92,45,28.9470467,82.1888998,5.901100841,95.83016448,banana
115,89,55,27.96236771,84.15403614,5.644486582,97.55986676,banana
113,76,51,28.00316034,78.90085998,6.235461772,94.68180316,banana
95,80,46,29.1400919,80.1190228,6.28236237,90.45142867,banana
115,94,54,27.9122104,83.36307683,6.356090905,90.24211529,banana
116,72,52,25.43480512,81.53977797,5.837258235,96.47800391,banana
115,92,55,28.55980972,84.51602322,5.653437902,111.0843029,banana
100,78,55,26.59580783,82.99556744,5.727469947,100.5123341,banana
100,83,49,27.19711623,77.3970629,6.200111068,99.46950465,banana
83,89,55,25.29391516,79.29122198,5.614471478,105.4220251,banana
97,91,46,29.90888522,76.98740841,6.257369799,91.99964712,banana
100,95,49,27.94972463,76.63713353,6.037430836,109.0921631,banana
114,77,48,25.01018457,78.76260938,5.760457558,108.3690513,banana
94,76,54,29.21144871,84.70189923,6.158164422,108.5501443,banana
103,76,46,27.35911627,84.54625006,6.387431383,90.81250457,banana
89,73,52,28.0106804,76.52808057,5.891413895,103.7040783,banana
96,94,45,28.67208915,82.20793613,5.725418961,94.37987496,banana
99,81,50,27.34585147,78.4873835,6.281069505,92.15524332,banana
101,88,46,29.50704598,78.20585613,5.507641778,98.12565829,banana
13,143,200,29.99677232,81.54156612,6.112305667,67.12534492,grapes
27,141,199,30.7280404,82.42614055,6.092241627,68.38135469,grapes
29,129,198,32.44577836,83.88504863,5.896343436,68.73932528,grapes
17,131,202,37.46566825,80.65968681,6.15526103,66.83872293,grapes
11,130,195,22.03296178,83.74372787,5.732453638,65.34440794,grapes
10,144,203,39.64851881,82.21079946,6.253034534,70.39906054,grapes
25,136,198,16.77557314,82.75241875,6.106190557,66.76285469,grapes
37,127,204,12.14190714,83.56812483,5.647202395,69.63122027,grapes
2,126,199,12.7567962,81.62497448,6.130310493,66.77844567,grapes
34,145,205,39.04071989,80.18393287,6.499604931,73.88467027,grapes
9,122,203,39.70772192,82.68593454,5.554831977,74.91506217,grapes
4,141,204,9.467960445,82.29335466,5.800242694,66.02765219,grapes
33,123,202,29.58748357,80.91934392,5.570290539,68.06417307,grapes
11,121,205,17.82803682,80.96093443,6.27564088,65.84748763,grapes
13,128,203,8.825674745,82.89753705,5.536645599,67.235765,grapes
36,129,203,27.83487131,83.51444973,6.208196881,73.02882766,grapes
30,136,197,11.02105378,80.55557235,5.870600622,68.23963161,grapes
38,140,198,17.5862944,80.84806564,6.334771461,71.4065452,grapes
40,137,205,19.89363946,82.73366439,5.856575335,69.66256816,grapes
32,134,203,29.93707596,81.77713468,5.898944282,65.52279323,grapes
33,144,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes
40,126,204,20.42094753,81.54185044,5.931101816,66.93065667,grapes
18,126,203,25.51939719,83.98351748,6.2286454,69.17281221,grapes
8,136,199,30.50734778,82.71775569,5.594240603,70.08200379,grapes
8,131,202,18.4269936,80.55625868,5.569230319,69.75734306,grapes
36,123,195,12.087022,83.59398734,5.93202852,68.66813363,grapes
8,122,204,23.60115364,82.48336987,6.423216506,73.23901752,grapes
35,132,201,12.80000387,81.20876367,6.417500829,67.10439401,grapes
28,139,198,38.06099482,82.24729637,6.234904253,65.70148216,grapes
14,126,196,39.06555518,82.03812973,6.000573725,69.30772897,grapes
18,129,198,33.78372897,81.16314317,5.685102769,74.53557341,grapes
21,141,197,16.76201707,82.00335557,5.662140095,73.28712806,grapes
36,139,199,35.89307536,82.66850729,6.358186848,66.53946559,grapes
6,137,196,21.01245395,81.17931863,6.119495295,66.38448261,grapes
17,136,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes
37,143,205,16.36251869,83.00471609,6.48754639,71.55665483,grapes
1,128,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
10,144,198,25.11108456,83.25447587,6.325480034,73.01026829,grapes
10,145,195,33.4641162,83.86742974,5.562790949,67.92204319,grapes
33,142,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
32,132,200,11.36300891,80.03100049,6.116982944,71.18289431,grapes
4,123,198,25.23542319,80.68700527,5.695792761,67.03840888,grapes
14,143,200,15.99050693,81.23966573,5.734317007,74.40198861,grapes
11,127,201,22.4359017,80.18612085,6.329499832,65.3973168,grapes
21,141,198,34.76086052,81.03544763,6.167013532,65.70430027,grapes
25,131,198,31.11047251,83.34010951,5.653776058,71.43001582,grapes
30,142,196,28.57828803,80.95628959,5.840256272,73.34232097,grapes
28,130,199,41.18664903,81.01783402,5.539980812,68.68895899,grapes
38,122,198,27.02766138,83.17093908,5.833302165,70.95666003,grapes
11,143,202,21.19339319,82.33098331,6.399433771,74.62834921,grapes
9,141,202,10.38004759,83.44518113,6.138958698,67.3917379,grapes
21,130,205,31.3115978,82.56407013,5.972850838,65.01095312,grapes
1,127,202,20.46657776,80.97598029,6.456079585,71.29813872,grapes
4,131,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes
8,132,205,10.72302459,80.02130636,6.425419926,65.2982112,grapes
38,120,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes
40,132,196,15.3246651,81.67215994,6.477768039,71.60102999,grapes
24,142,197,18.73932187,81.12109244,5.931538447,73.55807954,grapes
12,122,196,19.3642553,83.36094029,5.980598579,67.15094741,grapes
23,123,199,41.20733624,81.61051026,6.389783283,65.90227462,grapes
30,122,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
5,135,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes
6,132,198,40.66012294,81.24995984,6.372959542,74.03030056,grapes
28,121,200,11.82768186,80.2827185,5.510924849,74.10225057,grapes
23,138,202,13.28504331,83.54193816,5.69945282,65.80006004,grapes
16,142,199,35.83089092,83.32560104,5.778594403,73.67984885,grapes
30,124,198,26.18159716,81.03886263,6.315586313,66.05911698,grapes
21,138,197,24.57558351,80.70695797,5.971813006,69.706113,grapes
8,121,204,29.67229086,83.71498986,5.891195653,66.48490371,grapes
22,124,202,39.37102553,81.25353895,6.129812716,74.08101744,grapes
35,143,203,17.66558428,82.92903419,6.313085601,69.8671263,grapes
15,138,204,24.06679352,82.66396666,6.053662544,69.81855775,grapes
22,124,195,15.31413469,80.09711412,5.804799142,74.82144653,grapes
21,144,204,21.77466746,80.54942557,6.400719746,69.39630398,grapes
9,134,200,26.91624843,80.76838926,5.953966361,69.30927185,grapes
34,126,197,41.65602996,82.22118237,5.609255992,74.19664838,grapes
38,145,198,17.98667801,81.17712085,5.777271492,72.37127689,grapes
6,131,195,29.12033769,82.79092939,5.682395429,68.8503047,grapes
18,130,197,34.38922481,83.18392806,5.863996687,71.03001556,grapes
21,134,196,41.36106301,82.79782954,6.444373116,69.92107482,grapes
23,129,197,35.12158265,82.26890793,5.550832178,69.71518491,grapes
39,130,201,19.6491772,80.15215777,6.107741788,73.69529586,grapes
6,120,197,16.27852801,82.94270065,5.620745638,66.57462809,grapes
22,126,205,21.11903604,80.63399198,6.349875906,69.27779761,grapes
19,145,200,19.2077707,82.9042841,6.484323189,66.83113717,grapes
39,124,196,25.96308415,82.57813624,5.838748311,70.31782647,grapes
10,141,205,25.67385024,81.6212135,6.29099842,74.10919422,grapes
34,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes
21,126,203,11.18994268,80.8084305,6.415555956,66.34234944,grapes
18,142,196,17.5438296,82.94703302,6.323722572,73.77063744,grapes
32,123,203,13.05809741,80.28297993,5.757009965,70.75633584,grapes
20,124,201,9.724457611,83.74765639,6.158689406,74.46411148,grapes
12,122,202,27.92004934,82.93262435,5.733539807,69.92092839,grapes
9,133,202,9.535585543,80.73112694,5.908724337,69.44115171,grapes
36,138,195,13.42988625,80.06633966,6.361141107,71.40043037,grapes
19,132,201,9.851242629,80.22631717,5.96537863,68.42802444,grapes
10,138,197,24.97256132,82.72828653,6.476757723,66.70016285,grapes
12,127,195,27.23708304,82.94573346,6.224542938,70.42508897,grapes
15,142,204,18.70679077,83.4795292,6.209928251,66.5964488,grapes
33,131,205,9.949929082,82.55138983,5.841138354,66.00817551,grapes
14,128,204,22.75088787,90.69489172,5.521466996,110.4317855,apple
20,137,195,23.8494014,94.34814995,6.133220586,114.0512495,apple
6,125,197,22.60800988,94.58900601,6.226289556,116.0396587,apple
22,144,199,21.18667419,91.13435689,6.321152192,122.233323,apple
34,123,199,23.41044706,91.69913296,5.587905967,116.0777931,apple
6,145,202,22.86006627,93.12859895,5.824151693,117.7296726,apple
40,126,198,22.48403042,93.40819246,5.772179946,105.5473627,apple
9,136,196,22.02775403,92.96129462,5.790993052,121.1349176,apple
9,141,200,21.91191314,91.68748063,6.499226821,117.0761277,apple
10,120,195,23.71059131,93.27392415,5.658473817,112.6676589,apple
6,137,205,21.37784654,92.72043743,5.573241391,106.1417017,apple
34,145,204,22.84852833,94.32130209,6.079497202,123.5977843,apple
4,123,205,23.1094265,92.79630809,6.383180271,108.183792,apple
23,126,195,23.25230817,94.54128292,5.867420996,105.3558408,apple
7,123,197,23.67287749,90.4935574,5.708418722,104.2298028,apple
8,133,197,23.76881552,90.59810302,5.7983508,102.2648546,apple
36,129,202,23.34386401,91.47684705,6.28188384,104.4267991,apple
9,145,201,22.63946441,90.18451645,5.697945522,108.3405879,apple
29,120,202,22.45696744,94.76285385,5.605934087,114.8407725,apple
32,137,200,22.96388477,93.58065995,5.85648105,104.6472986,apple
29,131,205,21.07273439,93.56585985,6.041053829,107.8737015,apple
19,120,196,22.44075021,92.70785115,5.685062404,121.4977331,apple
9,132,195,22.71271308,90.45261746,5.669489065,109.8852597,apple
11,129,200,21.70416965,93.44006288,5.751707342,115.1781396,apple
1,133,195,22.43324518,92.48667725,5.800448951,119.1025189,apple
40,145,204,21.25941052,92.84416234,5.821347769,109.0658471,apple
28,122,205,22.9215706,94.89613443,6.28022267,105.6941544,apple
17,140,198,22.81212536,91.51861705,6.027314401,107.855225,apple
5,121,195,21.12152071,90.6878768,5.636687393,102.8017203,apple
24,138,204,21.11478672,90.31528693,5.559363609,104.5086618,apple
32,144,196,23.59997268,90.97597665,5.596449493,107.1728191,apple
1,123,203,23.12652652,94.71203306,5.893492999,108.6211833,apple
39,134,202,22.98458907,93.3204487,5.875718516,122.1952483,apple
11,136,195,22.12659387,90.97818277,6.386021424,104.5412275,apple
23,131,200,22.53779727,91.48135786,5.710819862,101.8474768,apple
8,125,205,22.49095104,91.70292746,5.795985716,124.3915101,apple
5,136,198,22.35548159,94.47811755,6.046673619,116.7366261,apple
21,126,203,22.20700989,93.50574163,6.443382913,120.1593771,apple
37,143,205,22.44516988,94.73763514,5.617227184,107.1843273,apple
14,135,204,22.76643029,92.12438519,6.442289294,120.4359949,apple
33,120,202,22.19109412,90.02575116,6.162034371,112.3126628,apple
14,127,204,23.6119202,91.70293849,5.812781806,123.5900822,apple
12,120,204,23.86087054,94.92048112,5.765015126,105.0241329,apple
40,145,199,21.42177231,92.62665309,6.184922574,102.8045658,apple
4,141,198,22.36629253,90.78572467,5.739652177,124.9831618,apple
25,132,201,23.99686172,91.61001707,5.824778636,117.6102915,apple
1,136,197,21.80129837,92.73446667,5.554823557,120.0586671,apple
33,145,200,23.80436344,92.80441624,6.024248787,100.6192543,apple
30,142,196,23.71475278,91.53331177,5.631333387,121.8961665,apple
34,130,195,23.34467359,90.37981478,5.811975094,112.8954016,apple
34,143,201,22.31253665,90.03577124,5.730557448,113.0688155,apple
10,132,196,23.50201428,92.21083961,5.66999105,107.9868949,apple
10,125,202,23.46260321,91.45665004,5.682751473,111.7763395,apple
31,130,199,23.06204373,92.39544055,6.245858905,114.7399101,apple
24,142,196,22.47420512,91.22759742,6.017370134,124.2179699,apple
39,137,203,22.69780133,92.82223419,5.53456749,105.0508234,apple
10,145,200,23.66682067,93.90191078,5.952367662,105.4004751,apple
33,127,205,22.50050273,92.45878335,6.126436584,100.9343903,apple
34,134,203,23.83053666,90.84422164,6.406818518,109.5966791,apple
13,137,198,23.64142354,93.74461474,6.155939453,116.6912176,apple
5,126,200,21.41363812,92.99124545,5.878568981,118.3979065,apple
25,126,197,22.85267372,94.5764581,5.935336308,117.5314026,apple
28,120,200,22.98208095,93.84505029,5.971332179,109.5852253,apple
0,134,196,21.19909519,90.80819418,5.67130617,103.6838922,apple
30,134,202,23.87192332,90.49939035,5.882155988,103.0548094,apple
2,122,201,21.0365275,94.33919546,6.08551916,114.7412734,apple
4,145,200,22.61711614,93.51978375,5.90402645,116.9256766,apple
7,139,204,21.45278675,90.74531921,6.110218826,116.7036582,apple
11,122,202,22.81227579,92.12992101,6.212302608,109.3383552,apple
21,122,196,21.98141856,91.12719303,6.142803397,115.4789148,apple
31,133,196,22.52709326,92.54780429,6.365972688,115.3830068,apple
20,145,204,22.35628673,91.92360477,6.264202804,107.7697413,apple
2,121,197,21.19852186,92.15595143,6.276198595,105.8554351,apple
15,126,200,23.8812458,93.45067555,5.514253142,104.9116663,apple
31,139,200,22.78234161,94.36803516,5.682343744,122.1449949,apple
22,129,198,22.19055385,92.43764169,5.830892252,121.6622761,apple
28,123,203,22.91430043,90.70475565,5.603413172,118.6044645,apple
39,132,204,23.08950736,90.22507299,6.0967531,108.2166601,apple
24,134,203,21.72484506,92.83975602,6.056529526,121.6961761,apple
33,145,196,22.44307715,91.59234006,6.160267496,102.5565807,apple
24,125,205,21.1316077,91.95769858,5.814434775,122.5391946,apple
21,127,203,22.71750705,92.25479855,5.987262638,107.0289866,apple
11,129,197,23.75033085,92.88160462,5.570020684,117.6602827,apple
12,136,200,23.76121837,93.661643,5.965551311,100.825956,apple
33,124,195,22.13450646,94.67695747,6.062356467,112.9203223,apple
23,143,203,21.17089176,90.23730166,5.895319002,123.6495149,apple
5,144,197,22.36238282,91.15761594,6.119432215,118.6832725,apple
14,127,196,22.77856513,92.70124029,5.624203283,113.7759219,apple
3,124,201,21.22503442,90.09877774,5.52078314,113.9760462,apple
16,138,199,23.15791104,90.34396882,5.731535258,110.712841,apple
2,120,204,22.42776057,93.91722423,5.893490899,102.7230739,apple
19,136,200,23.64082979,90.95257927,5.560521058,116.7431319,apple
17,130,198,22.29423493,90.69033986,6.222390798,122.7418744,apple
24,137,195,23.35225078,90.90054697,6.071255131,113.0381382,apple
3,138,203,22.03911546,94.58075845,6.231950009,110.9804014,apple
31,124,200,23.80593812,92.48879468,5.889480679,119.6335548,apple
23,124,203,22.31944084,90.85174383,5.732757516,100.1173443,apple
14,144,197,22.14464104,93.82567435,6.400321212,120.6310784,apple
10,124,196,23.65167552,94.50528753,6.496934492,115.3611268,apple
8,138,199,22.16939473,90.27185592,6.229498836,124.4683112,apple
22,32,35,29.73770045,47.54885174,5.954626604,90.09586854,mango
16,31,27,33.55695561,53.72979826,4.757114897,98.67527561,mango
5,23,35,27.00315545,47.67525434,5.699586972,95.85118326,mango
12,21,27,33.56150184,45.53556603,5.977413803,95.70525913,mango
37,35,35,35.89855625,54.25964196,6.430139436,92.19721736,mango
40,39,32,34.17719782,50.62161586,6.113935087,98.00687989,mango
7,30,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
36,19,35,31.74592134,45.16127859,5.667507706,93.75441586,mango
33,33,32,35.99009679,52.22780489,5.978634285,95.3713484,mango
14,28,35,31.86641378,52.19331595,5.064613314,98.46768642,mango
31,29,31,27.75518664,52.34605806,4.772385986,94.11213345,mango
35,25,30,34.72413192,51.4271781,5.161148592,97.31258083,mango
1,21,32,27.53907547,53.63549533,6.797779227,99.35408185,mango
38,15,32,27.69637763,48.5622488,6.39474303,89.85646496,mango
33,38,30,27.25373364,52.66319725,5.566704378,91.87312479,mango
27,25,35,30.33723921,48.88704844,5.755049971,94.42850522,mango
35,26,29,31.85744939,45.53106268,5.417340525,91.55845821,mango
36,39,25,35.39986338,49.45962621,6.166173834,97.41054011,mango
34,38,27,29.80747243,52.13797867,5.191265116,95.74606104,mango
21,31,30,34.16438906,54.16482251,4.954739564,98.33351125,mango
13,25,32,28.93270187,47.94053996,5.664587011,99.9834242,mango
30,26,31,27.98392787,53.33018851,5.548584852,99.61465679,mango
35,28,25,31.20478173,54.49960506,6.804437106,94.62954663,mango
26,31,35,32.13409675,50.52559148,6.097869767,98.63333684,mango
7,17,26,28.91862016,48.13974548,5.075504537,97.01331604,mango
26,38,31,31.09779147,47.41196659,4.546466109,90.28624348,mango
36,39,32,34.73823882,49.08864345,5.855119268,90.65022183,mango
3,22,35,29.98080499,49.48613279,6.442393461,91.82271568,mango
24,35,29,33.80398664,46.12866113,4.507523551,90.82549241,mango
10,40,28,30.07202564,50.96040505,6.10729559,92.09609766,mango
19,16,26,27.92063282,51.77965917,6.47544932,100.2585673,mango
33,38,27,31.40948821,49.21729127,6.832979509,92.99739415,mango
30,33,25,35.7877738,51.94190321,5.395275719,100.2160615,mango
36,22,30,33.36140093,45.02236377,6.13526938,98.81596545,mango
33,23,26,35.96054636,48.69677802,4.555688532,98.00644238,mango
15,21,25,28.33333307,51.39586505,6.434197756,91.67241761,mango
25,28,31,32.27652024,50.19368841,5.316875978,95.99487068,mango
35,21,29,31.99490489,50.84881347,5.279388967,97.38741498,mango
5,33,25,27.58258929,48.56916221,6.720041791,95.8445641,mango
20,40,29,29.38471637,45.88744691,5.72742254,100.8124659,mango
3,32,34,32.38697531,53.2328243,4.691396195,90.21633216,mango
7,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
4,34,35,35.37775595,45.58110023,6.454045329,97.41586402,mango
19,29,26,32.32362177,52.5896771,5.842763773,93.36718816,mango
23,35,32,28.22373428,47.40519056,5.024124684,97.76832322,mango
0,28,29,27.27433181,47.16808054,6.422710539,95.257992,mango
11,16,31,27.10710832,50.70880979,4.94295037,92.37238878,mango
12,31,27,34.89226666,48.75613373,6.414526606,91.63074547,mango
22,19,33,33.7462686,48.50387598,6.777788126,92.26439205,mango
30,31,27,27.3511056,54.43945147,6.441328044,96.27792547,mango
36,15,34,32.89300162,52.61323969,4.650536197,94.49161372,mango
32,18,25,35.38598705,51.42664176,5.254532213,90.29643888,mango
30,34,30,27.5529736,47.90859131,5.910634533,90.40332704,mango
8,18,26,32.82141065,47.45553843,4.755273631,90.89173106,mango
7,30,30,30.17294105,51.0845903,6.814630246,95.23444287,mango
32,32,29,29.26382931,54.82257868,5.342866119,100.7586226,mango
4,17,29,32.06097197,51.08494181,6.336234624,96.59816497,mango
16,19,30,28.69818144,47.71875722,4.754435025,99.642454,mango
7,40,27,29.14305008,49.40983294,6.831706773,97.55155537,mango
38,32,31,28.3471611,53.53903102,6.967417766,90.40260445,mango
21,31,28,27.67256197,45.41692012,4.947683034,92.84991507,mango
35,16,29,28.1218093,46.16888595,5.630619901,93.30247448,mango
19,30,30,30.79375683,46.69536813,6.27339822,92.21318555,mango
11,39,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
36,36,32,33.33024826,45.61143594,6.953246506,98.28583013,mango
19,18,27,27.78912455,53.96886679,5.643710216,91.01152997,mango
6,24,34,31.65333432,48.20662669,6.392313973,91.09745581,mango
19,16,27,29.75150773,46.73723302,4.981816523,91.405983,mango
39,35,32,31.32995611,50.22287593,5.421265283,89.78216168,mango
4,38,28,35.63627319,48.97047762,6.942520105,97.51952041,mango
32,28,29,31.66524687,51.98594645,5.435840509,89.98024312,mango
9,35,35,32.26935342,53.56092806,5.870116071,95.94035356,mango
6,36,33,27.81005614,51.59445462,4.74910393,95.89898581,mango
12,27,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
16,38,28,31.27180992,52.23810152,6.811291098,89.74409017,mango
33,39,28,33.93679864,52.72170281,6.460542749,97.4611918,mango
7,25,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
28,26,27,31.89356292,49.02450149,6.4841522,89.59371481,mango
6,39,35,32.45465292,50.69693751,6.526654345,95.04871605,mango
7,36,27,35.47478322,47.97230503,6.279133738,97.79072474,mango
3,17,35,27.32961444,49.30347234,6.052026047,93.53197359,mango
21,29,27,30.90225239,49.95955487,5.73171945,91.77522598,mango
4,36,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
36,24,34,30.02086169,46.78393776,4.66910839,96.63721027,mango
23,35,25,34.13072188,51.25786185,5.101206389,96.38808001,mango
13,29,27,33.44619894,53.05980465,5.339556562,98.05089394,mango
4,36,26,35.3915464,52.48823147,5.061081874,91.22881052,mango
10,31,33,31.53356352,53.06009323,5.821106036,98.57025046,mango
37,37,31,30.7645515,47.93791463,5.956027059,90.38503469,mango
6,38,33,30.01821337,50.0983181,5.676032581,96.08745082,mango
34,29,25,31.32863689,47.59319575,6.524114355,94.67344737,mango
39,19,32,33.88004781,54.39416048,6.273953676,89.29147581,mango
10,40,26,28.07802689,54.9640534,6.128167757,97.45373619,mango
25,16,34,35.53845018,52.94641947,4.934964765,91.54560427,mango
31,20,32,28.70595247,50.44030129,5.445008416,95.8946444,mango
12,30,27,31.48451729,48.77926304,4.525722333,93.17221967,mango
24,23,25,27.69819273,51.41593238,5.403908328,100.7720705,mango
0,20,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
28,17,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
8,32,35,32.6112614,47.74916499,5.418475257,91.10190759,mango
114,26,46,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
104,19,50,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon
96,9,51,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
90,12,50,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon
105,14,46,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
97,24,51,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
107,30,50,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon
98,22,46,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon
80,8,49,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
100,29,50,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
112,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
101,24,55,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
82,17,53,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon
119,17,46,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
120,7,54,28.27973674,90.38971208,6.224535449,21.58992507,muskmelon
111,17,54,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
92,25,45,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon
80,8,55,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon
103,14,46,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon
102,20,55,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon
107,30,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon
89,28,46,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
95,24,47,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon
89,16,48,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon
105,23,52,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon
103,19,47,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
114,19,55,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon
101,5,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
103,16,46,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
97,15,55,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
115,19,51,29.72791119,94.29753295,6.367800632,26.52364146,muskmelon
100,18,55,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
95,7,51,28.96361426,93.88482153,6.469983276,23.56130173,muskmelon
115,18,45,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon
82,12,51,27.33897716,90.69759008,6.150090899,28.69113835,muskmelon
117,13,48,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
120,19,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
